1, 65.66
2, 61.5
3, 73.28
4, 72.76
5, 82.91
6, 82.94
7, 85.85
8, 81.01
9, 86.1
10, 85.25
11, 78.88
12, 86.94
13, 84.16
14, 84.84
15, 80.45
16, 83.08
17, 81.91
18, 84.89
19, 84.43
20, 82.66
21, 85.96
22, 84.7
23, 80.96
24, 83.73
25, 79.12
26, 82.58
27, 84.52
28, 86.6
29, 84.84
30, 82.12
31, 87.31
32, 82.64
33, 83.7
34, 85.17
35, 83.62
36, 82.8
37, 82.1
38, 84.02
39, 84.39
40, 82.24
